word	trans	kk	level	
raise	舉起	/rez/	1	
read	讀	/rid/	1	
ready	準備好的	/ˋr?d?/	1	
real	真實的	/ril/	1	
really	真的	/ˋr??l?/	1	
record	記錄	/ˋr?k?d/	1	
red	紅色的	/r?d/	1	
refrigerator/fridge	冰箱	/r?ˋfr?d???ret?/ /fr?d?/	1	
remember	記得	/r?ˋm?mb?/	1	
report	報告	/r?ˋport/	1	
rest	休息	/r?st/	1	
restaurant	餐廳	/ˋr?st?r?nt/	1	
result	結果	/r?ˋz?lt/	1	
return	歸還	/r?ˋt?n/	1	
rice	米飯	/ra?s/	1	
rich	富有的	/r?t?/	1	
ride	騎	/ra?d/	1	
right	對的或右邊	/ra?t/	1	
ring	戒指	/r??/	1	
river	河流	/ˋr?v?/	1	
road	道路	/rod/	1	
robot	機器人	/ˋrob?t/	1	
rock	岩石	/r?k/	1	
role	角色	/rol/	1	
room	房間	/rum/	1	
round	圓的	/ra?nd/	1	
rule	規則	/rul/	1	
run	跑	/r?n/	1	
ruler	尺	/ˋrul?/	1	
sad	悲傷的	/s?d/	1	
safe	安全的	/sef/	1	
sail	航行	/sel/	1	
salt	鹽	/s?lt/	1	
same	相同的	/sem/	1	
sand	沙	/s?nd/	1	
save	拯救	/sev/	1	
say	說	/se/	1	
scene	場景	/sin/	1	
school	學校	/skul/	1	
science	科學	/ˋsa??ns/	1	
sea	海洋	/si/	1	
season	季節	/ˋsizn/	1	
seat	座位	/sit/	1	
second	第二的	/ˋs?k?nd/	1	
see	看見	/si/	1	
seed	種子	/sid/	1	
seem	似乎	/sim/	1	
sell	賣	/s?l/	1	
send	寄送	/s?nd/	1	
sense	感官	/s?ns/	1	
sentence	句子	/ˋs?nt?ns/	1	
September/Sep.	九月	/s?pˋt?mb?/	1	
serve	服務	/s?v/	1	
set	放置	/s?t/	1	
seven	七	/ˋs?v?n/	1	
seventeen	十七	/ˋs?v?nˋtin/	1	
seventy	七十	/ˋs?v?nt?/	1	
several	幾個的	/ˋs?v?r?l/	1	
shake	搖動	/?ek/	1	
shall	將要	/??l/	1	
shape	形狀	/?ep/	1	
share	分享	/??r/	1	
sharp	尖銳的	/??rp/	1	
she	她	/?i/	1	
sheep	綿羊	/?ip/	1	
shirt	襯衫	/??t/	1	
shoe	鞋子	/?u/	1	
shop	商店	/??p/	1	
short	短的	/??rt/	1	
should	應該	/??d/	1	
shoulder	肩膀	/ˋ?old?/	1	
show	展示	/?o/	1	
shut	關上	/??t/	1	
sick	生病的	/s?k/	1	
side	邊	/sa?d/	1	
sight	視力	/sa?t/	1	
sign	符號	/sa?n/	1	
simple	簡單的	/ˋs?mp!/	1	
since	自從	/s?ns/	1	
sing	唱歌	/s??/	1	
sir	先生	/s?/	1	
sister	姐妹	/ˋs?st?/	1	
sit	坐	/s?t/	1	
six	六	/s?ks/	1	
sixteen	十六	/ˋs?ksˋtin/	1	
sixty	六十	/ˋs?kst?/	1	
size	尺寸	/sa?z/	1	
skill	技能	/sk?l/	1	
skin	皮膚	/sk?n/	1	
sky	天空	/ska?/	1	
sleep	睡覺	/slip/	1	
slow	慢的	/slo/	1	
small	小的	/sm?l/	1	
smart	聰明的	/sm?rt/	1	
smile	微笑	/sma?l/	1	
smoke	煙	/smok/	1	
snake	蛇	/snek/	1	
snow	雪	/sno/	1	
so	所以	/so/	1	
soap	肥皂	/sop/	1	
soccer	足球	/ˋs?k?/	1	
social	社會的	/ˋso??l/	1	
sock	襪子	/s?k/	1	
soft	柔軟的	/s?ft/	1	
soldier	士兵	/ˋsold??/	1	
some	一些	/s?m/	1	
someone/somebody	某人	/ˋs?mw?n/ /ˋs?mb?d?/	1	
something	某事	/ˋs?mθ??/	1	
sometimes	有時候	/ˋs?m?ta?mz/	1	
son	兒子	/s?n/	1	
song	歌曲	/s??/	1	
soon	很快地	/sun/	1	
sorry	抱歉的	/ˋs?r?/	1	
sound	聲音	/sa?nd/	1	
soup	湯	/sup/	1	
south	南方	/sa?θ/	1	
space	空間	/spes/	1	
speak	說	/spik/	1	
special	特別的	/ˋsp???l/	1	
speech	演講	/spit?/	1	
speed	速度	/spid/	1	
spell	拼字	/sp?l/	1	
spend	花費	/sp?nd/	1	
sport	運動	/sport/	1	
spring	春天	/spr??/	1	
square	正方形	/skw?r/	1	
stage	舞台	/sted?/	1	
stand	站立	/st?d/	1	
star	星星	/st?r/	1	
start	開始	/st?rt/	1	
state	狀態	/stet/	1	
station	車站	/ˋste??n/	1	
stay	停留	/ste/	1	
steep	陡峭的	/stip/	1	
step	腳步	/st?p/	1	
stick	棍子	/st?k/	1	
still	仍然	/st?l/	1	
stocking	長襪	/ˋst?k??/	1	
stomach	胃	/ˋst?m?k/	1	
stone	石頭	/ston/	1	
stop	停止	/st?p/	1	
store	商店	/stor/	1	
story	故事	/ˋstor?/	1	
straight	直的	/stret/	1	
strange	奇怪的	/strend?/	1	
street	街道	/strit/	1	
strong	強壯的	/str??/	1	
student	學生	/ˋstudnt/	1	
study	學習	/ˋst?d?/	1	
style	風格	/sta?l/	1	
subject	科目	/ˋs?bd??kt/	1	
success	成功	/s?kˋs?s/	1	
such	這樣的	/s?t?/	1	
suddenly	突然地	/ˋs?dnl?/	1	
sugar	糖	/ˋ??g?/	1	
summer	夏天	/ˋs?m?/	1	
sun	太陽	/s?n/	1	
Sunday/Sun.	星期日	/ˋs?nd?/	1	
sunny	晴天的	/ˋs?n?/	1	
super	超級的	/ˋsup?/	1	
sure	確定的	/??r/	1	
surprise	驚喜	/s?ˋpra?z/	1	
sweet	甜的	/swit/	1	
swim	游泳	/sw?m/	1	
swing	鞦韆	/sw??/	1	
system	系統	/ˋs?st?m/	1	
table	桌子	/ˋteb!/	1	
tail	尾巴	/tel/	1	
take	拿取	/tek/	1	
talk	談話	/t?k/	1	
tall	高的	/t?l/	1	
taste	味道	/test/	1	
taxi	計程車	/ˋt?ks?/	1	
tea	茶	/ti/	1	
teach	教	/tit?/	1	
teacher	老師	/ˋtit??/	1	
team	隊伍	/tim/	1	
teeth	牙齒	/tiθ/	1	
telephone/phone	電話	/ˋt?l?fon/ /fon/	1	
television/TV	電視	/ˋt?l??v???n/ /tivi/	1	
tell	告訴	/t?l/	1	
ten	十	/t?n/	1	
tennis	網球	/ˋt?n?s/	1	
tent	帳篷	/t?nt/	1	
term	學期	/t?m/	1	
test	考試	/t?st/	1	
text	文字	/t?kst/	1	
than	比	/?? n/	1	
thank	感謝	/θ??k/	1	
that	那個	/?? t/	1	
the	這	/??/	1	
their	他們的	/??r/	1	
them	他們(受格)	/??m/	1	
then	然後	/??n/	1	
there	那裡	/??r/	1	
these	這些	/?iz/	1	
they	他們	/?e/	1	
thick	厚的	/θ?k/	1	
thin	薄的	/θ?n/	1	
thing	東西	/θ??/	1	
think	想	/θ??k/	1	
third	第三的	/θ?d/	1	
thirsty	口渴的	/ˋθ?st?/	1	
thirteen	十三	/ˋθ?ˋtin/	1	
thirty	三十	/ˋθ?t?/	1	
this	這個	/??s/	1	
those	那些	/?oz/	1	
though	雖然	/?o/	1	
thousand	千	/ˋθa?z?nd/	1	
three	三	/θri/	1	
throat	喉嚨	/θrot/	1	
through	透過	/θru/	1	
throw	丟	/θro/	1	
Thursday/Thu.	星期四	/ˋθ?zd?/	1	
ticket	票	/ˋt?k?t/	1	
tie	領帶	/ta?/	1	
tiger	老虎	/ˋta?g?/	1	
till	直到	/t?l/	1	
time	時間	/ta?m/	1	
tiny	極小的	/ˋta?n?/	1	
tip	尖端	/t?p/	1	
tired	疲倦的	/ˋta??rd/	1	
to	去	/tu/	1	
today	今天	/t?ˋde/	1	
toe	腳趾	/to/	1	
together	一起	/t?ˋg???/	1	
toilet	廁所	/ˋt??l?t/	1	
tomorrow	明天	/t?ˋm?ro/	1	
tonight	今晚	/t?ˋna?t/	1	
too	也	/tu/	1	
tool	工具	/tul/	1	
tooth	牙齒	/tuθ/	1	
top	頂端	/t?p/	1	
total	總共	/ˋtot!/	1	
touch	觸摸	/t?t?/	1	
toward	向	/t?ˋword/	1	
town	城鎮	/ta?n/	1	
toy	玩具	/t??/	1	
traffic	交通	/ˋtr?f?k/	1	
train	火車	/tren/	1	
travel	旅行	/ˋtr?v!/	1	
tree	樹	/tri/	1	
trip	旅行	/tr?p/	1	
trouble	麻煩	/ˋtr?b!/	1	
TRUE	真實的	/tru/	1	
try	嘗試	/tra?/	1	
Tuesday/Tue.	星期二	/ˋtjuzd?/	1	
turn	轉彎	/t?n/	1	
twelve	十二	/tw?lv/	1	
twenty	二十	/ˋtw?nt?/	1	
twice	兩次	/twa?s/	1	
two	二	/tu/	1	
type	類型	/ta?p/	1	
ugly	醜陋的	/ˋ?gl?/	1	
umbrella	雨傘	/?mˋbr?l?/	1	
uncle	叔叔；伯伯	/ˋ??k!/	1	
under	在…之下	/ˋ?nd?/	1	
understand	了解	/??nd?ˋst?nd/	1	
uniform	制服	/ˋjun??f?rm/	1	
unit	單元	/ˋjunit/	1	
university	大學	/?jun?ˋv?s?t?/	1	
until	直到	/?nˋt?l/	1	
up	向上	/?p/	1	
upon	在…之上	/?ˋp?n/	1	
us	我們(受格)	/?s/	1	
use	使用	/juz/	1	
useful	有用的	/ˋjusf?l/	1	
usual	通常的	/ˋju???l/	1	
usually	通常地	/ˋju???l?/	1	
vacation	假期	/veˋke??n/	1	
valley	山谷	/ˋv?l?/	1	
valuable	有價值的	/ˋv?lju?b!/	1	
value	價值	/ˋv?lju/	1	
van	貨車	/v?n/	1	
vase	花瓶	/ves/	1	
vegetable	蔬菜	/ˋv?d?t?b!/	1	
very	非常	/ˋv?r?/	1	
victory	勝利	/ˋv?kt?r?/	1	
video	影片	/ˋv?d?o/	1	
view	景色	/vju/	1	
village	村莊	/ˋv?l?d?/	1	
visit	拜訪	/ˋv?z?t/	1	
visitor	訪客	/ˋv?z?t?/	1	
voice	聲音	/v??s/	1	
volleyball	排球	/ˋv?l??b?l/	1	
volume	音量	/ˋv?lj?m/	1	
wait	等待	/wet/	1	
waiter	男服務生	/ˋwet?/	1	
wake	醒來	/wek/	1	
walk	走路	/w?k/	1	
wall	牆壁	/w?l/	1	
want	想要	/w?nt/	1	
war	戰爭	/w?r/	1	
warm	溫暖的	/w?rm/	1	
wash	清洗	/w??/	1	
watch	觀看	/w?t?/	1	
water	水	/ˋw?t?/	1	
wave	波浪	/wev/	1	
way	方法	/we/	1	
we	我們	/wi/	1	
weak	虛弱的	/wik/	1	
wear	穿戴	/w?r/	1	
weather	天氣	/ˋw???/	1	
wed	結婚	/w?d/	1	
Wednesday/Wed.	星期三	/ˋw?nzd?/	1	
week	星期	/wik/	1	
weekend	週末	/ˋwikˋ?nd/	1	
well	好地	/w?l/	1	
west	西方	/w?st/	1	
wet	潮濕的	/w?t/	1	
what	什麼	/w?t/	1	
wheel	輪子	/wil/	1	
when	何時	/w?n/	1	
where	哪裡	/w?r/	1	
which	哪一個	/w?t?/	1	
while	當…時候	/wa?l/	1	
white	白色的	/wa?t/	1	
who	誰	/hu/	1	
whole	全部的	/hol/	1	
whose	誰的	/huz/	1	
why	為什麼	/wa?/	1	
wide	寬闊的	/wa?d/	1	
wife	妻子	/wa?f/	1	
wild	野生的	/wa?ld/	1	
will	將要	/w?l/	1	
win	贏	/w?n/	1	
wind	風	/w?nd/	1	
window	窗戶	/ˋw?ndo/	1	
wine	葡萄酒	/wa?n/	1	
wing	翅膀	/w??/	1	
winner	獲勝者	/ˋw?n?/	1	
winter	冬天	/ˋw?nt?/	1	
wise	明智的	/wa?z/	1	
wish	希望	/w??/	1	
with	和…一起	/w??/	1	
without	沒有	/w?ˋθa?t/	1	
woman	女人	/ˋw?m?n/	1	
women	女人(複數)	/ˋw?m?n/	1	
wonder	驚奇	/ˋw?nd?/	1	
wonderful	極好的	/ˋw?nd?f?l/	1	
wood	木頭	/w?d/	1	
word	單字	/w?d/	1	
work	工作	/w?k/	1	
world	世界	/w?ld/	1	
worry	擔心	/ˋw??/	1	
would	將會	/w?d/	1	
write	寫	/ra?t/	1	
writer	作家	/ˋra?t?/	1	
wrong	錯誤的	/r??/	1	
Xmas	聖誕節	/ˋkr?sm?s/	1	
x-ray	X光	/ˋ?ksˋre/	1	
yard	庭院	/j?rd/	1	
year	年	/j?r/	1	
yellow	黃色的	/ˋj?lo/	1	
yes	是的	/j?s/	1	
yesterday	昨天	/ˋj?st?d?/	1	
yet	仍然	/j?t/	1	
you	你	/ju/	1	
young	年輕的	/j??/	1	
your(s)	你的	/j?r/	1	
yourself	你自己	/j?rˋs?lf/	1	
zebra	斑馬	/ˋzibr?/	1	
zero	零	/ˋz?ro/	1	
zoo	動物園	/zu/	1	
ability	能力	/?ˋb?l?t?/	2	
abroad	在國外	/?ˋbr?d/	2	
absence	缺席	/ˋ?bsns/	2	
absent	缺席的	/ˋ?bsnt/	2	
accept	接受	/?kˋs?pt/	2	
active	活潑的	/ˋ?kt?v/	2	
addition	附加	/?ˋd???n/	2	
advance	促進	/?dˋv?ns/	2	
affair	事情	/?ˋf?r/	2	
aid	幫助	/ed/	2	
aim	瞄準	/em/	2	
aircraft	飛機	/ˋ?r?kr?ft/	2	
airline	航空公司	/ˋ?r?la?n/	2	
alarm	警報器	/?ˋl?rm/	2	
album	相簿	/ˋ?lb?m/	2	
alike	相同的	/?ˋla?k/	2	
alive	活著的	/?ˋla?v/	2	
almond	杏仁	/ˋ?m?nd/	2	
aloud	大聲地	/?ˋla?d/	2	
alphabet	字母系統	/ˋ?lf??b?t/	2	
although	儘管	/?lˋ?o/	2	
altogether	完全	/??lt?ˋg???/	2	
amount	數量	/?ˋma?nt/	2	
ancient	古代的	/ˋen??nt/	2	
ankle	足踝	/ˋ??k!/	2	
anybody	任何人	/ˋ?n??b?d?/	2	
anyone	任何人	/ˋ?n??w?n/	2	
anyhow	無論如何	/ˋ?n??ha?/	2	
anytime	任何時候	/ˋ?n??ta?m/	2	
anyway	無論如何	/ˋ?n??we/	2	
anywhere	在任何地方	/ˋ?n??hw?r/	2	
anyplace	在任何地方	/ˋ?n??ples/	2	
apartment	公寓	/?ˋp?rtm?nt/	2	
appearance	顯露	/?ˋp?r?ns/	2	
appetite	食慾	/ˋ?p??ta?t/	2	
apply	申請	/?ˋpla?/	2	
apron	圍裙	/ˋepr?n/	2	
argue	爭吵	/ˋ?rgj?/	2	
argument	爭吵	/ˋ?rgj?m?nt/	2	
arm	武裝	/?rm/	2	
armchair	扶手椅	/ˋ?rm?t??r/	2	
arrange	安排	/?ˋrend?/	2	
arrangement	安排	/?ˋrend?m?nt/	2	
arrest	逮捕	/?ˋr?st/	2	
arrive	到達	/?ˋra?v/	2	
arrow	箭	/ˋ?ro/	2	
article	文章	/ˋ?rt?k!/	2	
essay	文章	/ˋ?se/	2	
artist	藝術家	/ˋ?rt?st/	2	
asleep	睡著的	/?ˋslip/	2	
assistant	助手	/?ˋs?st?nt/	2	
attack	襲擊	/?ˋt?k/	2	
attend	出席	/?ˋt?nd/	2	
attention	注意力	/?ˋt?n??n/	2	
avoid	避開	/?ˋv??d/	2	
baby	嬰兒	/ˋbeb?/	2	
back	背部	/b?k/	2	
background	背景	/ˋb?k?gra?nd/	2	
backward	向後地	/ˋb?kw?d/	2	
badly	壞地	/ˋb?dl?/	2	
badminton	羽毛球	/ˋb?dm?nt?n/	2	
baggage	行李	/ˋb?g?d?/	2	
bake	烘烤	/bek/	2	
baker	麵包師	/ˋbek?/	2	
bakery	麵包店	/ˋbek?r?/	2	
balance	平衡	/ˋb?l?ns/	2	
ball	球	/b?l/	2	
balloon	氣球	/b?ˋlun/	2	
band	樂團	/b?nd/	2	
bandage	繃帶	/ˋb?nd?d?/	2	
bang	重擊	/b??/	2	
banker	銀行家	/ˋb??k?/	2	
bar	酒吧	/b?r/	2	
barber	理髮師	/ˋb?rb?/	2	
bare	赤裸的	/b?r/	2	
bark	吠叫	/b?rk/	2	
base	基礎	/bes/	2	
baseball	棒球	/ˋbes?b?l/	2	
basement	地下室	/ˋbesm?nt/	2	
basic	基本的	/ˋbes?k/	2	
basin	盆	/ˋbesn/	2	
basis	基礎	/ˋbes?s/	2	
bat	球棒	/b?t/	2	
bath	洗澡	/b?θ/	2	
bathe	洗澡	/be?/	2	
bathroom	浴室	/ˋb?θrum/	2	
bay	海灣	/be/	2	
be	是	/bi/	2	
beach	海灘	/bit?/	2	
bead	珠子	/bid/	2	
beam	光束	/bim/	2	
bean	豆子	/bin/	2	
beard	鬍鬚	/b?rd/	2	
beast	野獸	/bist/	2	
beat	敲打	/bit/	2	
beauty	美麗	/ˋbjut?/	2	
bee	蜜蜂	/bi/	2	
beef	牛肉	/bif/	2	
beer	啤酒	/b?r/	2	
before	在...之前	/b?ˋfor/	2	
beg	乞求	/b?g/	2	
beggar	乞丐	/ˋb?g?/	2	
begin	開始	/b?ˋg?n/	2	
beginner	初學者	/b?ˋg?n?/	2	
beginning	開始	/b?ˋg?n??/	2	
behave	舉止	/b?ˋhev/	2	
behavior	行為	/b?ˋhevj?/	2	
behind	在...後面	/b?ˋha?nd/	2	
being	存在	/ˋbi??/	2	
belief	相信	/b?ˋlif/	2	
believe	相信	/b?ˋliv/	2	
bell	鈴	/b?l/	2	
belong	屬於	/b?ˋl??/	2	
below	在...下面	/b?ˋlo/	2	
belt	腰帶	/b?lt/	2	
bench	長椅	/b?nt?/	2	
bend	彎曲	/b?nd/	2	
beneath	在...之下	/b?ˋniθ/	2	
benefit	利益	/ˋb?n?f?t/	2	
beside	在...旁邊	/b?ˋsa?d/	2	
besides	除了...之外	/b?ˋsa?dz/	2	
best	最好的	/b?st/	2	
better	較好的	/ˋb?t?/	2	
between	在...之間	/b?ˋtwin/	2	
beyond	超越	/b?ˋj?nd/	2	
bicycle	腳踏車	/ˋba?s?k!/	2	
big	大的	/b?g/	2	
bike	腳踏車	/ba?k/	2	
bill	帳單	/b?l/	2	
bind	綁	/ba?nd/	2	
bingo	賓果遊戲	/ˋb??go/	2	
biography	傳記	/ba?ˋ?gr?f?/	2	
biology	生物學	/ba?ˋ?l?d??/	2	
bird	鳥	/b?d/	2	
birth	出生	/b?θ/	2	
birthday	生日	/ˋb?θ?de/	2	
biscuit	餅乾	/ˋb?sk?t/	2	
bishop	主教	/ˋb???p/	2	
bit	一點點	/b?t/	2	
bite	咬	/ba?t/	2	
bitter	苦的	/ˋb?t?/	2	
black	黑色的	/bl?k/	2	
blackboard	黑板	/ˋbl?k?bord/	2	
blade	刀刃	/bled/	2	
blame	責備	/blem/	2	
blank	空白的	/bl??k/	2	
blanket	毛毯	/ˋbl??k?t/	2	
blast	強風	/bl?st/	2	
blaze	火焰	/blez/	2	
bleed	流血	/blid/	2	
blend	混合	/bl?nd/	2	
bless	祝福	/bl?s/	2	
blind	瞎的	/bla?nd/	2	
blink	眨眼	/bl??k/	2	
block	街區	/bl?k/	2	
blood	血	/bl?d/	2	
bloom	開花	/blum/	2	
blossom	花朵	/ˋbl?s?m/	2	
blouse	女襯衫	/bla?z/	2	
blow	吹	/blo/	2	
blue	藍色的	/blu/	2	
board	木板	/bord/	2	
boast	自誇	/bost/	2	
boat	船	/bot/	2	
body	身體	/ˋb?d?/	2	
boil	沸騰	/b??l/	2	
bold	大膽的	/bold/	2	
bolt	門栓	/bolt/	2	
bomb	炸彈	/b?m/	2	
bond	連結	/b?nd/	2	
bone	骨頭	/bon/	2	
book	書	/b?k/	2	
bookcase	書櫃	/ˋb?k?kes/	2	
boot	靴子	/but/	2	
border	邊緣	/ˋbord?/	2	
bore	使厭煩	/bor/	2	
born	出生的	/born/	2	
borrow	借	/ˋb?ro/	2	
boss	老闆	/b?s/	2	
both	兩者	/boθ/	2	
bother	打擾	/ˋb???/	2	
bottle	瓶子	/ˋb?t!/	2	
bottom	底部	/ˋb?t?m/	2	
bough	大樹枝	/ba?/	2	
bounce	彈起	/ba?ns/	2	
bound	跳躍	/ba?nd/	2	
boundary	邊界	/ˋba?nd?r?/	2	
bow	鞠躬	/ba?/	2	
bowl	碗	/bol/	2	
box	盒子	/b?ks/	2	
boy	男孩	/b??/	2	
boyhood	少年時代	/ˋb??h?d/	2	
brain	大腦	/bren/	2	
brake	煞車	/brek/	2	
branch	樹枝	/br?nt?/	2	
brand	品牌	/br?nd/	2	
brave	勇敢的	/brev/	2	
bread	麵包	/br?d/	2	
breadth	寬度	/br?θ/	2	
break	打破	/brek/	2	
breakfast	早餐	/ˋbr?kf?st/	2	
breath	呼吸	/br?θ/	2	
breathe	呼吸	/bri?/	2	
breeze	微風	/briz/	2	
brick	磚塊	/br?k/	2	
bride	新娘	/bra?d/	2	
bridegroom	新郎	/ˋbra?dgrum/	2	
bridge	橋	/br?d?/	2	
brief	簡短的	/brif/	2	
bright	明亮的	/bra?t/	2	
brilliant	傑出的	/ˋbr?lj?nt/	2	
bring	帶來	/br??/	2	
brisk	敏捷的	/br?sk/	2	
broad	寬廣的	/br?d/	2	
broadcast	廣播	/ˋbr?d?k?st/	2	
broken	破損的	/ˋbrok?n/	2	
broom	掃帚	/brum/	2	
brother	兄弟	/ˋbr???/	2	
brow	眉毛	/bra?/	2	
brown	棕色的	/bra?n/	2	
bruise	瘀傷	/bruz/	2	
brush	刷子	/br??/	2	
brute	野獸	/brut/	2	
bubble	氣泡	/ˋb?b!/	2	
bucket	水桶	/ˋb?k?t/	2	
buckle	扣環	/ˋb?k!/	2	
bud	花蕾	/b?d/	2	
buffalo	水牛	/ˋb?f?lo/	2	
bug	小蟲	/b?g/	2	
build	建造	/b?ld/	2	
builder	建築師	/ˋb?ld?/	2	
building	建築物	/ˋb?ld??/	2	
bulb	燈泡	/b?lb/	2	
bulk	體積	/b?lk/	2	
bull	公牛	/b?l/	2	
bullet	子彈	/ˋb?l?t/	2	
bunch	串	/b?nt?/	2	
bundle	綑	/ˋb?nd!/	2	
burden	負擔	/ˋb?dn/	2	
bureau	局	/ˋbjuro/	2	
burglar	竊賊	/ˋb?gl?/	2	
burn	燃燒	/b?n/	2	
burst	爆裂	/b?st/	2	
bury	埋葬	/ˋb?r?/	2	
bus	公車	/b?s/	2	
bush	灌木	/b??/	2	
business	生意	/ˋb?zn?s/	2	
businessman	商人	/ˋb?zn?sm?n/	2	
busy	忙碌的	/ˋb?z?/	2	
but	但是	/b?t/	2	
butcher	屠夫	/ˋb?t??/	2	
butter	奶油	/ˋb?t?/	2	
butterfly	蝴蝶	/ˋb?t??fla?/	2	
button	鈕扣	/ˋb?tn/	2	
buy	買	/ba?/	2	
buyer	買方	/ˋba??/	2	
buzz	嗡嗡聲	/b?z/	2	
by	經由	/ba?/	2	
bye	再見	/ba?/	2	
cabin	小屋	/ˋk?b?n/	2	
cabinet	櫥櫃	/ˋk?b?n?t/	2	
cable	纜線	/ˋkeb!/	2	
cafeteria	自助餐廳	/?k?f?ˋt?r??/	2	
cage	籠子	/ked?/	2	
cake	蛋糕	/kek/	2	
calculate	計算	/ˋk?lkj??let/	2	
calculation	計算	/?k?lkj?ˋle??n/	2	
calculator	計算機	/ˋk?lkj??let?/	2	
calendar	日曆	/ˋk?l?nd?/	2	
calf	小牛	/k?f/	2	
call	呼叫	/k?l/	2	
calm	冷靜的	/k?m/	2	
camel	駱駝	/ˋk?m!/	2	
camera	照相機	/ˋk?m?r?/	2	
camp	露營	/k?mp/	2	
campaign	運動	/k?mˋpen/	2	
camping	露營	/ˋk?mp??/	2	
campus	校園	/ˋk?mp?s/	2	
can	罐頭	/k?n/	2	
canal	運河	/k?ˋn?l/	2	
cancel	取消	/ˋk?ns!/	2	
cancer	癌症	/ˋk?ns?/	2	
candid	率直的	/ˋk?nd?d/	2	
candidate	候選人	/ˋk?nd?det/	2	
candle	蠟燭	/ˋk?nd!/	2	
candy	糖果	/ˋk?nd?/	2	
cannon	大砲	/ˋk?n?n/	2	
canoe	獨木舟	/k?ˋnu/	2	
canteen	食堂	/k?nˋtin/	2	
canvas	帆布	/ˋk?nv?s/	2	
cap	帽子	/k?p/	2	
capable	有能力的	/ˋkep?b!/	2	
capacity	容量	/k?ˋp?s?t?/	2	
cape	披肩	/kep/	2	
capital	首都	/ˋk?p?t!/	2	
captain	隊長	/ˋk?pt?n/	2	
caption	標題	/ˋk?p??n/	2	
captive	俘虜	/ˋk?pt?v/	2	
capture	捕捉	/ˋk?pt??/	2	
car	汽車	/k?r/	2	
carbon	碳	/ˋk?rb?n/	2	
card	卡片	/k?rd/	2	
cardboard	厚紙板	/ˋk?rd?bord/	2	
care	關心	/k?r/	2	
career	事業	/k?ˋr?r/	2	
careful	小心的	/ˋk?rf!/	2	
careless	粗心的	/ˋk?rl?s/	2	
cargo	貨物	/ˋk?rgo/	2	
carpenter	木匠	/ˋk?rp?nt?/	2	
carpet	地毯	/ˋk?rp?t/	2	
carriage	馬車	/ˋk?r?d?/	2	
carrier	搬運人	/ˋk?r??/	2	
carrot	胡蘿蔔	/ˋk?r?t/	2	
carry	攜帶	/ˋk?r?/	2	
cart	手推車	/k?rt/	2	
cartoon	卡通	/k?rˋtun/	2	
carve	雕刻	/k?rv/	2	
case	箱子	/kes/	2	
cash	現金	/k??/	2	
cashier	收銀員	/k?ˋ??r/	2	
cassette	卡帶	/k?ˋs?t/	2	
cast	投射	/k?st/	2	
castle	城堡	/ˋk?s!/	2	
casual	隨便的	/ˋk????l/	2	
cat	貓	/k?t/	2	
catalog	目錄	/ˋk?t!??g/	2	
catastrophe	災難	/k?ˋt?str?f?/	2	
catch	捕捉	/k?t?/	2	
category	種類	/ˋk?t??gor?/	2	
cater	迎合	/ˋket?/	2	
cattle	牛	/ˋk?t!/	2	
cause	原因	/k?z/	2	
cave	洞穴	/kev/	2	
cease	停止	/sis/	2	
ceiling	天花板	/ˋsil??/	2	
celebrate	慶祝	/ˋs?l??bret/	2	
celebration	慶祝	/?s?l?ˋbre??n/	2	
cell	細胞	/s?l/	2	
cellar	地窖	/ˋs?l?/	2	
cement	水泥	/s?ˋm?nt/	2	
cent	分	/s?nt/	2	
center	中心	/ˋs?nt?/	2	
centigrade	攝氏	/ˋs?nt??gred/	2	
centimeter	公分	/ˋs?nt??mit?/	2	
central	中心的	/ˋs?ntr?l/	2	
century	世紀	/ˋs?nt??r?/	2	
cereal	穀類食品	/ˋs?r??l/	2	
ceremony	典禮	/ˋs?r?m?n?/	2	
certain	確定的	/ˋs?tn/	2	
certainly	確實地	/ˋs?tnl?/	2	
certificate	證明書	/s?ˋt?f?k?t/	2	
chain	鍊子	/t?en/	2	
chair	椅子	/t??r/	2	
chairman	主席	/ˋt??rm?n/	2	
chalk	粉筆	/t??k/	2	
challenge	挑戰	/ˋt??l?nd?/	2	
chamber	房間	/ˋt?emb?/	2	
champion	冠軍	/ˋt??mp??n/	2	
championship	冠軍賽	/ˋt??mp??n??p/	2	
chance	機會	/t??ns/	2	
change	改變	/t?end?/	2	
channel	頻道	/ˋt??n!/	2	
chaos	混亂	/ˋke?s/	2	
chapter	章	/ˋt??pt?/	2	
character	個性	/ˋk?r?kt?/	2	
characteristic	特性	/?k?r?kt?ˋr?st?k/	2	
charge	收費	/t??rd?/	2	
charity	慈善	/ˋt??r?t?/	2	
charm	魅力	/t??rm/	2	
charming	迷人的	/ˋt??rm??/	2	
chart	圖表	/t??rt/	2	
chase	追逐	/t?es/	2	
chat	閒聊	/t??t/	2	
cheap	便宜的	/t?ip/	2	
cheat	作弊	/t?it/	2	
check	檢查	/t??k/	2	
cheek	臉頰	/t?ik/	2	
cheer	歡呼	/t??r/	2	
cheerful	快樂的	/ˋt??rf!/	2	
cheese	起司	/t?iz/	2	
chemical	化學的	/ˋk?m?k!/	2	
chemist	化學家	/ˋk?m?st/	2	
chemistry	化學	/ˋk?m?str?/	2	
cherish	珍惜	/ˋt??r??/	2	
cherry	櫻桃	/ˋt??r?/	2	
